timestamp,base_currency,close,high,low,open,quote_currency
2005-07-01,GBP,2.19669,2.20098,2.1798,2.19378,CAD
2005-07-01,GBP,197.63821,198.85185,197.08177,198.35538,JPY
2005-07-01,GBP,2.29429,2.30174,2.28284,2.29655,CHF
2005-07-01,EUR,0.67513,0.67983,0.67464,0.67532,GBP
2005-07-01,GBP,1.7681,1.7913,1.7671,1.7904,USD
2005-07-01,GBP,2.35151,2.35943,2.33763,2.34683,AUD
2005-07-04,GBP,2.1798,2.19855,2.17829,2.19102,CAD
2005-07-04,GBP,196.30205,196.97171,195.94218,196.768,JPY
2005-07-04,GBP,2.29413,2.29495,2.28286,2.28483,CHF
2005-07-04,EUR,0.67639,0.67842,0.67558,0.67778,GBP
2005-07-04,GBP,1.7589,1.7651,1.7573,1.76,USD
2005-07-04,GBP,2.34959,2.3526,2.34026,2.3451,AUD
2005-07-05,GBP,2.1831,2.18832,2.17407,2.17938,CAD
2005-07-05,GBP,196.1785,196.7589,195.95897,196.2762,JPY
2005-07-05,GBP,2.28955,2.29638,2.28639,2.29387,CHF
2005-07-05,EUR,0.67858,0.67904,0.67588,0.67652,GBP
2005-07-05,GBP,1.7566,1.762,1.751,1.7587,USD
2005-07-05,GBP,2.3709,2.37206,2.34497,2.349,AUD
2005-07-06,GBP,2.16381,2.18749,2.16085,2.18293,CAD
2005-07-06,GBP,196.63051,197.32452,195.9734,196.17621,JPY
2005-07-06,GBP,2.2814,2.29396,2.28075,2.2892,CHF
2005-07-06,EUR,0.68097,0.68122,0.67761,0.67864,GBP
2005-07-06,GBP,1.7525,1.7607,1.7519,1.7566,USD
2005-07-06,GBP,2.37113,2.37884,2.36074,2.3709,AUD
2005-07-07,GBP,2.13999,2.16893,2.13882,2.16369,CAD
2005-07-07,GBP,195.35791,196.92545,194.60692,196.63681,JPY
2005-07-07,GBP,2.26432,2.28495,2.24356,2.28145,CHF
2005-07-07,EUR,0.68534,0.68886,0.68012,0.68101,GBP
2005-07-07,GBP,1.7438,1.7541,1.7406,1.7524,USD
2005-07-07,GBP,2.35712,2.37556,2.33955,2.37067,AUD
2005-07-08,GBP,2.12038,2.14407,2.11402,2.14011,CAD
2005-07-08,GBP,195.01692,195.8553,194.55544,195.35742,JPY
2005-07-08,GBP,2.2577,2.26731,2.25667,2.26428,CHF
2005-07-08,EUR,0.68901,0.68932,0.68439,0.68542,GBP
2005-07-08,GBP,1.7383,1.7439,1.7315,1.7439,USD
2005-07-08,GBP,2.34304,2.36254,2.33679,2.35726,AUD
