timestamp,base_currency,close,high,low,open,quote_currency
1994-11-01,EUR,0.77984,1.27326,0.77493,0.77559,GBP
1994-11-02,EUR,0.77468,1.27638,0.77303,0.77984,GBP
1994-11-03,EUR,0.77581,1.25804,0.7737,0.77468,GBP
1994-11-04,EUR,0.77774,1.25684,0.7753,0.77581,GBP
1994-11-07,EUR,0.77692,1.25639,0.77629,0.77787,GBP
1994-11-08,EUR,0.77856,1.26175,0.77663,0.77721,GBP
1994-11-09,EUR,0.77608,1.26201,0.77448,0.77856,GBP
1994-11-10,EUR,0.77829,1.24601,0.77369,0.77608,GBP
1994-11-11,EUR,0.77876,1.24358,0.77671,0.77829,GBP
1994-11-14,EUR,0.77687,1.23697,0.7754,0.77876,GBP
1994-11-15,EUR,0.77862,1.2342,0.77639,0.77687,GBP
1994-11-16,EUR,0.78083,1.22656,0.77741,0.77862,GBP
1994-11-17,EUR,0.78012,1.23031,0.78012,0.78083,GBP
1994-11-18,EUR,0.78184,1.22692,0.7789,0.78012,GBP
1994-11-21,EUR,0.78117,1.22442,0.77752,0.78184,GBP
1994-11-22,EUR,0.7811,1.22781,0.77914,0.78117,GBP
1994-11-23,EUR,0.77929,1.22977,0.77884,0.7811,GBP
1994-11-24,EUR,0.78206,1.22291,0.77865,0.77929,GBP
1994-11-25,EUR,0.78127,1.2237,0.78075,0.78206,GBP
1994-11-28,EUR,0.77899,1.21907,0.77832,0.78127,GBP
1994-11-29,EUR,0.7772,1.22158,0.77648,0.77899,GBP
1994-11-30,EUR,0.77724,1.21726,0.77547,0.7772,GBP
