timestamp,base_currency,close,high,low,open,quote_currency
2017-08-01,GBP,1.6563,1.65802,1.64532,1.64944,CAD
2017-08-01,GBP,145.79401,146.1705,145.41,145.619,JPY
2017-08-01,GBP,1.27508,1.27966,1.27372,1.27701,CHF
2017-08-01,EUR,0.8938,0.89634,0.89224,0.89612,GBP
2017-08-01,GBP,1.32086,1.32451,1.31908,1.32076,USD
2017-08-01,GBP,1.65743,1.6608,1.64249,1.6507,AUD
2017-08-01,GBP,8.8894,8.8805,8.8928,8.8847,CNH
2017-08-02,GBP,1.66204,1.66617,1.65549,1.6562,CAD
2017-08-02,GBP,146.4605,146.76466,145.72349,145.7995,JPY
2017-08-02,GBP,1.28338,1.2849,1.27388,1.27508,CHF
2017-08-02,EUR,0.89635,0.89889,0.8936,0.89377,GBP
2017-08-02,GBP,1.32259,1.32512,1.31894,1.32086,USD
2017-08-02,GBP,1.6602,1.66472,1.6565,1.65736,AUD
2017-08-02,GBP,8.8998,8.8866,8.9046,8.8894,CNH
2017-08-03,GBP,1.65316,1.67252,1.64936,1.66203,CAD
2017-08-03,GBP,144.48999,146.802,144.3865,146.46878,JPY
2017-08-03,GBP,1.27217,1.28545,1.2704,1.28335,CHF
2017-08-03,EUR,0.90354,0.90488,0.89234,0.89637,GBP
2017-08-03,GBP,1.31378,1.32684,1.31124,1.32265,USD
2017-08-03,GBP,1.65215,1.67366,1.65076,1.66019,AUD
2017-08-03,GBP,8.8435,8.836,8.9167,8.9006,CNH
2017-08-04,GBP,1.65053,1.65511,1.64516,1.6531,CAD
2017-08-04,GBP,144.46851,145.33899,144.22749,144.4865,JPY
2017-08-04,GBP,1.26931,1.27537,1.26639,1.27216,CHF
2017-08-04,EUR,0.9028,0.90549,0.8996,0.90355,GBP
2017-08-04,GBP,1.30449,1.31646,1.30239,1.31378,USD
2017-08-04,GBP,1.64525,1.65552,1.64393,1.65212,AUD
2017-08-04,GBP,8.7861,8.7755,8.845,8.8435,CNH
2017-08-07,GBP,1.65262,1.65614,1.64811,1.65052,CAD
2017-08-07,GBP,144.39349,144.7244,144.187,144.472,JPY
2017-08-07,GBP,1.26832,1.27184,1.26565,1.2693,CHF
2017-08-07,EUR,0.90484,0.9061,0.90244,0.90278,GBP
2017-08-07,GBP,1.30355,1.30594,1.30138,1.30444,USD
2017-08-07,GBP,1.64732,1.65127,1.64221,1.6452,AUD
2017-08-07,GBP,8.7745,8.7698,8.7834,8.7856,CNH
2017-08-08,GBP,1.64577,1.65328,1.64112,1.65269,CAD
2017-08-08,GBP,143.33717,144.47049,143.1875,144.3985,JPY
2017-08-08,GBP,1.26479,1.27004,1.26298,1.2684,CHF
2017-08-08,EUR,0.90447,0.90881,0.90366,0.90484,GBP
2017-08-08,GBP,1.29912,1.30538,1.29524,1.30356,USD
2017-08-08,GBP,1.6418,1.6488,1.6391,1.64742,AUD
2017-08-08,GBP,8.7189,8.7212,8.747,8.7746,CNH
2017-08-09,GBP,1.6515,1.65343,1.645,1.64573,CAD
2017-08-09,GBP,142.9895,143.35049,142.2775,143.327,JPY
2017-08-09,GBP,1.2534,1.26517,1.24834,1.26477,CHF
2017-08-09,EUR,0.90404,0.90566,0.90092,0.90445,GBP
2017-08-09,GBP,1.30075,1.30289,1.29683,1.29913,USD
2017-08-09,GBP,1.64917,1.65401,1.64154,1.64177,AUD
2017-08-09,GBP,8.7071,8.7127,8.7119,8.7189,CNH
2017-08-10,GBP,1.65318,1.6553,1.64782,1.6515,CAD
2017-08-10,GBP,141.61922,143.343,141.58423,142.9885,JPY
2017-08-10,GBP,1.24868,1.25708,1.24809,1.25471,CHF
2017-08-10,EUR,0.90722,0.90759,0.90078,0.9042,GBP
2017-08-10,GBP,1.2976,1.30156,1.29514,1.30051,USD
2017-08-10,GBP,1.64852,1.65124,1.64402,1.64912,AUD
2017-08-10,GBP,8.6524,8.673,8.6761,8.7053,CNH
2017-08-11,GBP,1.64898,1.65654,1.64346,1.65309,CAD
2017-08-11,GBP,141.9355,142.09799,141.25595,141.63251,JPY
2017-08-11,GBP,1.25218,1.2531,1.2436,1.24851,CHF
2017-08-11,EUR,0.90881,0.91192,0.90512,0.90718,GBP
2017-08-11,GBP,1.30104,1.3032,1.29394,1.29757,USD
2017-08-11,GBP,1.64873,1.65681,1.64255,1.64839,AUD
2017-08-11,GBP,8.6912,8.6684,8.6713,8.6521,CNH
2017-08-14,GBP,1.64922,1.65184,1.64561,1.64897,CAD
2017-08-14,GBP,142.079,142.74651,141.6985,141.80749,JPY
2017-08-14,GBP,1.26023,1.26193,1.25132,1.25218,CHF
2017-08-14,EUR,0.90855,0.90979,0.90705,0.90882,GBP
2017-08-14,GBP,1.29615,1.30222,1.29565,1.30104,USD
2017-08-14,GBP,1.6509,1.65232,1.64261,1.64871,AUD
