,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
0,2002-04-01 00:00:00+01:00,1895.0390625,1914.6533203125,1889.0423583984375,1912.246826171875,0,0.0,0.0
1,2003-01-02 00:00:00+00:00,1914.822509765625,1918.9405517578125,1899.4940185546875,1901.8800048828125,0,0.0,0.0
2,2003-04-21 00:00:00+01:00,1899.101318359375,1904.2979736328125,1881.7130126953125,1888.70849609375,0,0.0,0.0
3,2003-12-01 00:00:00+00:00,2064.5,2075.39990234375,2056.800048828125,2058.699951171875,0,0.0,0.0
4,2003-12-02 00:00:00+00:00,2059.5,2069.0,2038.0999755859375,2066.800048828125,0,0.0,0.0
5,2003-12-03 00:00:00+00:00,2067.0,2073.0,2060.300048828125,2061.800048828125,0,0.0,0.0
6,2003-12-04 00:00:00+00:00,2059.699951171875,2064.39990234375,2042.5999755859375,2047.300048828125,0,0.0,0.0
7,2003-12-05 00:00:00+00:00,2047.699951171875,2058.39990234375,2033.0999755859375,2052.300048828125,0,0.0,0.0
8,2003-12-08 00:00:00+00:00,2051.0,2058.0,2033.0,2055.199951171875,0,0.0,0.0
9,2003-12-09 00:00:00+00:00,2055.199951171875,2070.5,2038.5999755859375,2063.39990234375,0,0.0,0.0
10,2003-12-10 00:00:00+00:00,2063.39990234375,2072.10009765625,2035.9000244140625,2046.699951171875,0,0.0,0.0
11,2003-12-11 00:00:00+00:00,2045.800048828125,2072.199951171875,2041.0999755859375,2042.4000244140625,0,0.0,0.0
12,2003-12-12 00:00:00+00:00,2042.300048828125,2074.10009765625,2042.0999755859375,2047.5,0,0.0,0.0
13,2003-12-15 00:00:00+00:00,2076.800048828125,2078.300048828125,2036.4000244140625,2060.10009765625,0,0.0,0.0
14,2003-12-16 00:00:00+00:00,2061.0,2078.89990234375,2052.89990234375,2069.199951171875,0,0.0,0.0
15,2003-12-17 00:00:00+00:00,2069.89990234375,2098.199951171875,2058.10009765625,2095.39990234375,0,0.0,0.0
16,2003-12-18 00:00:00+00:00,2094.0,2102.300048828125,2080.89990234375,2096.10009765625,0,0.0,0.0
17,2003-12-19 00:00:00+00:00,2096.800048828125,2110.39990234375,2085.300048828125,2109.10009765625,0,0.0,0.0
18,2003-12-22 00:00:00+00:00,2106.699951171875,2110.0,2083.39990234375,2108.10009765625,0,0.0,0.0
19,2003-12-23 00:00:00+00:00,2108.10009765625,2143.199951171875,2085.39990234375,2108.10009765625,0,0.0,0.0
20,2003-12-24 00:00:00+00:00,2108.199951171875,2132.199951171875,2107.199951171875,2130.39990234375,0,0.0,0.0
21,2003-12-25 00:00:00+00:00,2129.800048828125,2131.0,2122.60009765625,2126.0,0,0.0,0.0
22,2003-12-26 00:00:00+00:00,2126.0,2130.60009765625,2123.0,2130.300048828125,0,0.0,0.0
23,2003-12-29 00:00:00+00:00,2128.0,2132.800048828125,2099.300048828125,2104.60009765625,0,0.0,0.0
24,2003-12-30 00:00:00+00:00,2104.0,2130.39990234375,2101.699951171875,2124.300048828125,0,0.0,0.0
25,2003-12-31 00:00:00+00:00,2124.10009765625,2139.60009765625,2119.60009765625,2131.0,0,0.0,0.0
26,2004-01-01 00:00:00+00:00,2131.0,2131.60009765625,2107.0,2109.60009765625,0,0.0,0.0
27,2004-01-02 00:00:00+00:00,2109.60009765625,2147.89990234375,2106.60009765625,2147.89990234375,0,0.0,0.0
28,2004-01-05 00:00:00+00:00,2137.199951171875,2151.89990234375,2119.10009765625,2130.300048828125,0,0.0,0.0
29,2004-01-06 00:00:00+00:00,2130.800048828125,2167.0,2128.89990234375,2165.300048828125,0,0.0,0.0
30,2004-01-07 00:00:00+00:00,2165.199951171875,2166.89990234375,2130.199951171875,2140.199951171875,0,0.0,0.0
31,2004-01-08 00:00:00+00:00,2139.300048828125,2150.39990234375,2119.5,2147.300048828125,0,0.0,0.0
32,2004-01-09 00:00:00+00:00,2147.60009765625,2192.89990234375,2130.10009765625,2179.800048828125,0,0.0,0.0
33,2004-01-12 00:00:00+00:00,2183.60009765625,2185.800048828125,2146.0,2157.39990234375,0,0.0,0.0
34,2004-01-13 00:00:00+00:00,2156.60009765625,2184.10009765625,2151.800048828125,2172.60009765625,0,0.0,0.0
35,2004-01-14 00:00:00+00:00,2173.60009765625,2178.699951171875,2106.89990234375,2154.0,0,0.0,0.0
36,2004-01-15 00:00:00+00:00,2154.39990234375,2176.0,2137.39990234375,2143.39990234375,0,0.0,0.0
37,2004-01-16 00:00:00+00:00,2143.699951171875,2165.800048828125,2111.60009765625,2133.10009765625,0,0.0,0.0
38,2004-01-19 00:00:00+00:00,2137.300048828125,2139.0,2091.0,2117.10009765625,0,0.0,0.0
39,2004-01-20 00:00:00+00:00,2117.39990234375,2158.0,2099.10009765625,2140.199951171875,0,0.0,0.0
40,2004-01-21 00:00:00+00:00,2140.800048828125,2177.5,2130.199951171875,2169.699951171875,0,0.0,0.0
41,2004-01-22 00:00:00+00:00,2169.800048828125,2193.699951171875,2157.300048828125,2189.39990234375,0,0.0,0.0
42,2004-01-23 00:00:00+00:00,2189.39990234375,2190.800048828125,2134.39990234375,2144.89990234375,0,0.0,0.0
43,2004-01-26 00:00:00+00:00,2166.300048828125,2167.699951171875,2124.60009765625,2131.199951171875,0,0.0,0.0
44,2004-01-27 00:00:00+00:00,2131.39990234375,2145.199951171875,2097.89990234375,2133.39990234375,0,0.0,0.0
45,2004-01-28 00:00:00+00:00,2133.10009765625,2149.89990234375,2116.199951171875,2134.800048828125,0,0.0,0.0
46,2004-01-29 00:00:00+00:00,2134.5,2137.800048828125,2099.300048828125,2103.60009765625,0,0.0,0.0
47,2004-01-30 00:00:00+00:00,2104.10009765625,2138.300048828125,2092.10009765625,2115.89990234375,0,0.0,0.0
48,2004-02-02 00:00:00+00:00,2135.39990234375,2138.60009765625,2105.60009765625,2109.60009765625,0,0.0,0.0
49,2004-02-03 00:00:00+00:00,2142.199951171875,2152.5,2114.199951171875,2149.10009765625,0,0.0,0.0
50,2004-02-04 00:00:00+00:00,2148.699951171875,2152.5,2114.199951171875,2141.10009765625,0,0.0,0.0
51,2004-02-05 00:00:00+00:00,2142.199951171875,2143.5,2112.89990234375,2125.199951171875,0,0.0,0.0
52,2004-02-06 00:00:00+00:00,2125.89990234375,2159.199951171875,2118.10009765625,2156.10009765625,0,0.0,0.0
