timestamp,base_currency,close,high,low,open,quote_currency
2020-06-01,CAD,0.58989,0.59031,0.58734,0.58861,GBP
2020-06-01,JPY,0.00744,0.00753,0.00743,0.00752,GBP
2020-06-01,CHF,0.83289,0.84346,0.83171,0.84276,GBP
2020-06-01,EUR,0.89123,0.90116,0.89024,0.90066,GBP
2020-06-01,USD,0.80062,0.81083,0.79963,0.81031,GBP
2020-06-01,AUD,0.54449,0.545,0.53917,0.53993,GBP
2020-06-01,CNH,0.1123,0.1134,0.1123,0.1136,GBP
2020-06-02,CAD,0.58924,0.59141,0.58816,0.5899,GBP
2020-06-02,JPY,0.00733,0.00745,0.00733,0.00744,GBP
2020-06-02,CHF,0.828,0.8336,0.82715,0.8329,GBP
2020-06-02,EUR,0.8901,0.89212,0.88666,0.89121,GBP
2020-06-02,USD,0.79684,0.8013,0.79545,0.8006,GBP
2020-06-02,AUD,0.54892,0.54954,0.54203,0.54442,GBP
2020-06-02,CNH,0.1121,0.1123,0.112,0.1123,GBP
2020-06-03,CAD,0.58931,0.58933,0.58604,0.58925,GBP
2020-06-03,JPY,0.0073,0.00734,0.00728,0.00734,GBP
2020-06-03,CHF,0.82719,0.82839,0.82405,0.8281,GBP
2020-06-03,EUR,0.89345,0.89386,0.88787,0.89005,GBP
2020-06-03,USD,0.79524,0.79701,0.79302,0.79685,GBP
2020-06-03,AUD,0.55049,0.55342,0.5461,0.54895,GBP
2020-06-03,CNH,0.1117,0.1118,0.1119,0.1121,GBP
2020-06-04,CAD,0.58818,0.59228,0.58678,0.58931,GBP
2020-06-04,JPY,0.00728,0.00735,0.00726,0.0073,GBP
2020-06-04,CHF,0.83151,0.83285,0.82679,0.82718,GBP
2020-06-04,EUR,0.90028,0.90077,0.89309,0.89342,GBP
2020-06-04,USD,0.7942,0.79984,0.79197,0.79524,GBP
2020-06-04,AUD,0.55119,0.55349,0.54958,0.55049,GBP
2020-06-04,CNH,0.1118,0.1121,0.1115,0.1117,GBP
2020-06-05,CAD,0.5878,0.58892,0.58552,0.58821,GBP
2020-06-05,JPY,0.00719,0.00728,0.00716,0.00728,GBP
2020-06-05,CHF,0.81926,0.83157,0.81603,0.83158,GBP
2020-06-05,EUR,0.89066,0.9005,0.88855,0.90025,GBP
2020-06-05,USD,0.78836,0.79455,0.78584,0.79425,GBP
2020-06-05,AUD,0.54954,0.55338,0.54838,0.55125,GBP
2020-06-05,CNH,0.1115,0.1116,0.1112,0.1118,GBP
2020-06-08,CAD,0.58716,0.59067,0.58601,0.58789,GBP
2020-06-08,JPY,0.00725,0.00727,0.00717,0.00719,GBP
2020-06-08,CHF,0.82088,0.82446,0.81696,0.81926,GBP
2020-06-08,EUR,0.88752,0.89292,0.88696,0.89055,GBP
2020-06-08,USD,0.78597,0.79156,0.78542,0.78821,GBP
2020-06-08,AUD,0.55139,0.55245,0.54819,0.54945,GBP
2020-06-08,CNH,0.1113,0.1117,0.1113,0.1115,GBP
2020-06-09,CAD,0.58553,0.58784,0.58431,0.58716,GBP
2020-06-09,JPY,0.00729,0.00734,0.00723,0.00725,GBP
2020-06-09,CHF,0.82647,0.82949,0.81916,0.82079,GBP
2020-06-09,EUR,0.89068,0.89388,0.88643,0.88753,GBP
2020-06-09,USD,0.78569,0.79184,0.78411,0.78603,GBP
2020-06-09,AUD,0.54641,0.55192,0.54583,0.55137,GBP
2020-06-09,CNH,0.111,0.1117,0.1111,0.1114,GBP
2020-06-10,CAD,0.58534,0.58625,0.58357,0.58553,GBP
2020-06-10,JPY,0.00732,0.00733,0.00728,0.00729,GBP
2020-06-10,CHF,0.83101,0.83186,0.82458,0.82646,GBP
2020-06-10,EUR,0.89236,0.893,0.88829,0.89069,GBP
2020-06-10,USD,0.78442,0.78683,0.78086,0.78566,GBP
2020-06-10,AUD,0.54877,0.55098,0.54558,0.54645,GBP
2020-06-10,CNH,0.1112,0.1111,0.1109,0.111,GBP
2020-06-11,CAD,0.58286,0.58628,0.58228,0.58527,GBP
2020-06-11,JPY,0.00743,0.00743,0.00732,0.00732,GBP
2020-06-11,CHF,0.84033,0.8445,0.83101,0.83105,GBP
2020-06-11,EUR,0.89632,0.90149,0.89229,0.89237,GBP
2020-06-11,USD,0.79382,0.79436,0.7841,0.78445,GBP
2020-06-11,AUD,0.54315,0.54908,0.54328,0.54872,GBP
2020-06-11,CNH,0.1121,0.1121,0.1113,0.1112,GBP
2020-06-12,CAD,0.5872,0.58833,0.58254,0.58291,GBP
2020-06-12,JPY,0.00744,0.00747,0.00735,0.00743,GBP
2020-06-12,CHF,0.83814,0.8435,0.83516,0.8405,GBP
2020-06-12,EUR,0.89827,0.89976,0.89483,0.89656,GBP
2020-06-12,USD,0.79908,0.80139,0.79062,0.79386,GBP
2020-06-12,AUD,0.54536,0.54829,0.54216,0.54326,GBP
2020-06-12,CNH,0.1128,0.1131,0.1119,0.1121,GBP
2020-06-15,CAD,0.58446,0.58703,0.58368,0.58721,GBP
2020-06-15,JPY,0.00738,0.00749,0.00738,0.00744,GBP
2020-06-15,CHF,0.83515,0.84263,0.83485,0.83811,GBP
2020-06-15,EUR,0.8978,0.90249,0.89615,0.89831,GBP
2020-06-15,USD,0.79268,0.80273,0.79232,0.79908,GBP
2020-06-15,AUD,0.54838,0.54983,0.54294,0.54539,GBP
2020-06-15,CNH,0.1121,0.1131,0.1121,0.1128,GBP
2020-06-16,CAD,0.58752,0.58756,0.58234,0.5845,GBP
2020-06-16,JPY,0.00742,0.00742,0.00734,0.00738,GBP
2020-06-16,CHF,0.83616,0.83778,0.83095,0.83523,GBP
2020-06-16,EUR,0.89612,0.89813,0.89121,0.8978,GBP
2020-06-16,USD,0.79572,0.79589,0.78838,0.79276,GBP
2020-06-16,AUD,0.54764,0.55077,0.54456,0.54846,GBP
2020-06-16,CNH,0.1124,0.1123,0.1117,0.1121,GBP
2020-06-17,CAD,0.58729,0.5892,0.58692,0.58749,GBP
2020-06-17,JPY,0.00744,0.00745,0.0074,0.00741,GBP
2020-06-17,CHF,0.83968,0.84057,0.83538,0.83619,GBP
2020-06-17,EUR,0.89556,0.89902,0.89385,0.89615,GBP
2020-06-17,USD,0.79662,0.79899,0.79452,0.79576,GBP
2020-06-17,AUD,0.54828,0.55122,0.54644,0.54766,GBP
2020-06-17,CNH,0.1126,0.1127,0.1124,0.1124,GBP
2020-06-18,CAD,0.59175,0.59383,0.58638,0.58725,GBP
2020-06-18,JPY,0.00753,0.00755,0.00743,0.00744,GBP
2020-06-18,CHF,0.84612,0.84717,0.83881,0.83968,GBP
2020-06-18,EUR,0.90197,0.90418,0.895,0.89556,GBP
2020-06-18,USD,0.80494,0.80604,0.7958,0.79657,GBP
2020-06-18,AUD,0.55126,0.55261,0.54624,0.54825,GBP
2020-06-18,CNH,0.1136,0.1137,0.1127,0.1126,GBP
2020-06-19,CAD,0.59448,0.59646,0.59083,0.59178,GBP
2020-06-19,JPY,0.00758,0.00758,0.00751,0.00753,GBP
2020-06-19,CHF,0.85034,0.85117,0.84501,0.84599,GBP
2020-06-19,EUR,0.90491,0.9073,0.90066,0.90186,GBP
2020-06-19,USD,0.80936,0.80995,0.803,0.80503,GBP
