timestamp,base_currency,close,high,low,open,quote_currency
2016-03-01,CAD,0.5346,0.5354,0.5279,0.5306,GBP
2016-03-01,JPY,0.00629,0.0064,0.00627,0.00638,GBP
2016-03-01,CHF,0.7186,0.7202,0.7136,0.7197,GBP
2016-03-01,EUR,0.77902,0.78235,0.77575,0.78132,GBP
2016-03-01,USD,0.71686,0.71902,0.71344,0.71858,GBP
2016-03-01,AUD,0.5143,0.51575,0.5101,0.5132,GBP
2016-03-01,CNH,0.1095,0.1097,0.1091,0.1097,GBP
2016-03-02,CAD,0.5293,0.5346,0.5271,0.5344,GBP
2016-03-02,JPY,0.00626,0.0063,0.00623,0.00629,GBP
2016-03-02,CHF,0.7126,0.7199,0.7103,0.7185,GBP
2016-03-02,EUR,0.77193,0.78155,0.76913,0.779,GBP
2016-03-02,USD,0.71024,0.71864,0.7097,0.71674,GBP
2016-03-02,AUD,0.5181,0.519,0.51345,0.5142,GBP
2016-03-02,CNH,0.1085,0.1096,0.1084,0.1095,GBP
2016-03-03,CAD,0.5263,0.5302,0.5259,0.5294,GBP
2016-03-03,JPY,0.00621,0.00626,0.0062,0.00626,GBP
2016-03-03,CHF,0.7109,0.715,0.7107,0.7127,GBP
2016-03-03,EUR,0.77278,0.77515,0.7705,0.77198,GBP
2016-03-03,USD,0.70552,0.7124,0.70456,0.71024,GBP
2016-03-03,AUD,0.51855,0.52195,0.51725,0.5181,GBP
2016-03-03,CNH,0.1082,0.1084,0.1081,0.1085,GBP
2016-03-04,CAD,0.5277,0.5284,0.5245,0.5263,GBP
2016-03-04,JPY,0.00618,0.00623,0.00616,0.0062,GBP
2016-03-04,CHF,0.7075,0.7137,0.7069,0.711,GBP
2016-03-04,EUR,0.77323,0.77745,0.7721,0.77281,GBP
2016-03-04,USD,0.7025,0.7086,0.7019,0.70536,GBP
2016-03-04,AUD,0.5228,0.5245,0.51825,0.5186,GBP
2016-03-04,CNH,0.108,0.1085,0.108,0.1082,GBP
2016-03-07,CAD,0.5278,0.5297,0.5269,0.5275,GBP
2016-03-07,JPY,0.00618,0.00623,0.00616,0.00617,GBP
2016-03-07,CHF,0.7041,0.7088,0.7035,0.7079,GBP
2016-03-07,EUR,0.77224,0.77515,0.77134,0.77285,GBP
2016-03-07,USD,0.7011,0.70742,0.70016,0.70312,GBP
2016-03-07,AUD,0.5236,0.52615,0.5205,0.5205,GBP
2016-03-07,CNH,0.1077,0.1084,0.1078,0.1081,GBP
2016-03-08,CAD,0.5245,0.5291,0.5242,0.5278,GBP
2016-03-08,JPY,0.00625,0.00626,0.00618,0.00618,GBP
2016-03-08,CHF,0.7064,0.711,0.7039,0.7042,GBP
2016-03-08,EUR,0.77466,0.77945,0.77185,0.77214,GBP
2016-03-08,USD,0.70346,0.7055,0.70062,0.70106,GBP
2016-03-08,AUD,0.52325,0.52595,0.51985,0.52365,GBP
2016-03-08,CNH,0.1081,0.1083,0.1077,0.1077,GBP
2016-03-09,CAD,0.531,0.5313,0.524,0.5246,GBP
2016-03-09,JPY,0.0062,0.00627,0.0062,0.00625,GBP
2016-03-09,CHF,0.7052,0.7071,0.7004,0.7069,GBP
2016-03-09,EUR,0.77374,0.77585,0.77,0.7746,GBP
2016-03-09,USD,0.70346,0.70538,0.70221,0.70358,GBP
2016-03-09,AUD,0.52655,0.5294,0.52235,0.5233,GBP
2016-03-09,CNH,0.108,0.1082,0.1079,0.1081,GBP
2016-03-10,CAD,0.5245,0.5327,0.5221,0.531,GBP
2016-03-10,JPY,0.00619,0.00622,0.00616,0.00621,GBP
2016-03-10,CHF,0.7107,0.7132,0.7006,0.7053,GBP
2016-03-10,EUR,0.78257,0.78505,0.76526,0.7738,GBP
2016-03-10,USD,0.7002,0.70812,0.69856,0.70344,GBP
2016-03-10,AUD,0.52195,0.5293,0.51955,0.5266,GBP
2016-03-10,CNH,0.1076,0.1085,0.1074,0.108,GBP
2016-03-11,CAD,0.526,0.5291,0.5241,0.5247,GBP
2016-03-11,JPY,0.00611,0.0062,0.0061,0.00619,GBP
2016-03-11,CHF,0.7077,0.7125,0.7059,0.7111,GBP
2016-03-11,EUR,0.7753,0.78495,0.77381,0.78264,GBP
2016-03-11,USD,0.69518,0.70146,0.69276,0.70018,GBP
2016-03-11,AUD,0.5259,0.52775,0.52145,0.522,GBP
2016-03-11,CNH,0.1073,0.1078,0.107,0.1076,GBP
2016-03-14,CAD,0.5269,0.5274,0.5243,0.5258,GBP
2016-03-14,JPY,0.00614,0.00615,0.0061,0.00611,GBP
2016-03-14,CHF,0.708,0.7088,0.7042,0.7075,GBP
2016-03-14,EUR,0.7763,0.77725,0.77355,0.77536,GBP
2016-03-14,USD,0.69904,0.6997,0.69502,0.69568,GBP
2016-03-14,AUD,0.5251,0.5278,0.52345,0.5252,GBP
2016-03-14,CNH,0.1076,0.1077,0.1073,0.1073,GBP
2016-03-15,CAD,0.5292,0.5294,0.525,0.527,GBP
2016-03-15,JPY,0.00624,0.00626,0.00614,0.00614,GBP
2016-03-15,CHF,0.7158,0.7174,0.7079,0.7081,GBP
2016-03-15,EUR,0.78468,0.78635,0.77601,0.7763,GBP
2016-03-15,USD,0.70652,0.70734,0.69902,0.69926,GBP
2016-03-15,AUD,0.52715,0.5274,0.5234,0.5251,GBP
2016-03-15,CNH,0.1085,0.1086,0.1076,0.1077,GBP
2016-03-16,CAD,0.5348,0.5356,0.5289,0.5293,GBP
2016-03-16,JPY,0.00622,0.00626,0.00622,0.00624,GBP
2016-03-16,CHF,0.7172,0.7188,0.7154,0.7158,GBP
2016-03-16,EUR,0.78666,0.78875,0.7843,0.78476,GBP
2016-03-16,USD,0.70158,0.71148,0.70062,0.70656,GBP
2016-03-16,AUD,0.53065,0.5312,0.52665,0.5271,GBP
2016-03-16,CNH,0.1082,0.109,0.1081,0.1086,GBP
2016-03-17,CAD,0.5319,0.5398,0.5296,0.5348,GBP
2016-03-17,JPY,0.0062,0.00629,0.00619,0.00623,GBP
